i_dblp,j_sch,dblp_id,sch_id
1776,63978,journals/sigmod/BonnetBDL03,url:http://portal.acm.org/citation.cfm%3Fid%3D564691.564798%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3D564691%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%2520and%2520Symposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222
781,23268,conf/sigmod/JarkeQCLFLVV00,FtgjIw_NLB0J
197,37769,conf/sigmod/ChaudhuriGS03,ES6QyfgebIcJ
1021,32554,conf/vldb/SeegerBBKSDS01,ydZSCy-4CMsJ
2131,63388,conf/vldb/CosleyLP02,0U9e7uBZYTIJ
1252,13993,conf/sigmod/AdelbergGW97,CduLyvAaxVsJ
1553,13167,conf/sigmod/ZhugeGHW95,gkbvvgj8kdUJ
1180,5257,conf/sigmod/ZhaoDN97,url:http://portal.acm.org/citation.cfm%3Fid%3D244130.244203%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3DSERIES316%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Multimedia%2520Conference%26CFID%3D11111111%26CFTOKEN%3D2222222
1333,44160,conf/sigmod/LiCHH97,K-V4bwRMeNIJ
2025,25994,conf/vldb/HankinsP03,url:http://portal.acm.org/citation.cfm%3Fid%3D565117.565138%26dl%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222
1194,13234,conf/vldb/OoiYTJ01,zcO22xb6pf4J
535,14352,conf/sigmod/ChenRW02,cCpHMzAXRnsJ
2390,55920,journals/vldb/FiebigHKMNSW02,vInYFLVq0uIJ
1297,60718,conf/vldb/PfoserJT00,YBNEZgmh540J
1911,51721,conf/vldb/YanL95,wHwpikxBIC8J
507,45515,conf/sigmod/YangWYH02,url:http://portal.acm.org/citation.cfm%3Fid%3D339390%26coll%3Dportal%26dl%3DACM
1774,19178,conf/vldb/BerchtoldKK96,LZGFMX7pdCkJ
552,56777,conf/sigmod/BreunigKKS01,-lcQEVLzcuwJ
1855,42929,conf/vldb/ClaussenKMP97,xsV7dkJi-YMJ
2350,5001,journals/vldb/AbiteboulCM98,-cQmLk2JnawJ
395,50185,journals/sigmod/RoantreeMH99,OrcuRCfNJDAJ
1382,10437,conf/sigmod/SrikantA96,KwgLlNLlaTcJ
2139,50043,conf/vldb/AgrawalKSX02,Yb6I04kABFIJ
2311,5238,journals/vldb/OzsuC98,lojHMj5xWEwJ
1498,24383,conf/vldb/JohnsonM98,2sfGnlsIihEJ
746,54549,conf/sigmod/PopaDST00,gAwckIiPpTEJ
1473,26770,conf/vldb/AbiteboulACEMM99,WzT3S2G1FjcJ
1154,34372,conf/sigmod/ChenWZ98,NuwRNfDPpTcJ
702,11617,conf/sigmod/WuAA01,bpWvAVOZLbwJ
1636,61473,conf/sigmod/HammerGIPUW95,2MbaeG3IVV0J
1216,13558,conf/vldb/BonifatiCDS01,nOUmvN1TzdMJ
993,64225,conf/vldb/FegarasE01,url:http://portal.acm.org/citation.cfm%3Fid%3D342009.335494%26dl%3DGUIDE%26dl%3DGUIDE%26type%3Dseries%26idx%3D342009%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%26CFID%3D11111111%26CFTOKEN%3D2222222
1390,32370,conf/sigmod/HanFWCZK96,3mIFpmoWAFUJ
806,7244,conf/sigmod/BreunigKNS00,KILdAgEb2OsJ
794,1757,conf/sigmod/LabrinidisR00,qzjtGDo7OuMJ
486,43483,conf/sigmod/LiGS02,rFEOA75JjSIJ
1019,46198,conf/sigmod/GarofalakisRRS99,yztQfwBZU6EJ
567,37995,conf/sigmod/LeeWMS01,CZKXjOmFQmIJ
1390,23510,conf/sigmod/HanFWCZK96,YEvdTO10iucJ
2029,48,conf/vldb/JiangWL03,78PlrdpBT8sJ
2163,48,conf/vldb/YuSLJ02,78PlrdpBT8sJ
2060,34824,conf/vldb/ChanFFGR02,ImADir74KWIJ
1814,16109,conf/vldb/SeshadriLR97,9Ho84Ho6xuIJ
2186,36626,journals/tods/SrivastavaSRN95,TtV6gGLQ9NMJ
1777,54134,conf/vldb/CareyD96,H4A7nUWyXtQJ
1545,33597,conf/vldb/DeRose99,_7DyRIjTceAJ
1739,51398,conf/vldb/AcharyaFZ96,GOguWgH6D_UJ
1246,51465,conf/sigmod/HoAMS97,aHFDLZ_L21kJ
2130,10838,conf/vldb/AshwinGG02,url:http://portal.acm.org/citation.cfm%3Fid%3D641077
939,18511,conf/sigmod/FlorescuLMS99,k87JcS1cpX4J
543,18511,journals/sigmod/FlorescuLM98,k87JcS1cpX4J
183,57603,conf/sigmod/DasGR03,v7A9Otp7OjsJ
1969,4504,conf/vldb/MengLLA03,EW-SfjIPK9EJ
11,29203,conf/vldb/ChaudhuriGS95,bw_c9Mk0_7IJ
2424,13944,journals/vldb/OoiHLT96,EclgEUrqHQAJ
2135,38916,conf/vldb/ParkMC02,mEfTTKdu6soJ
639,55375,journals/sigmod/AdelbergKG96,GfiQygac5twJ
1626,17347,conf/vldb/AlsabtiRS97,nqOZsUydoQkJ
2331,14884,journals/vldb/KnorrNT00,url:http://www.ingentaconnect.com/search/expand%3Fpub%3Dinfobike://els/08830355/2001/00000035/00000002/art00014%26unc%3D
2412,47303,journals/vldb/PucheralBVB01,K9Qbh3haBCMJ
452,50264,conf/sigmod/RaoZML02,jwgxS6uiJoAJ
1368,18974,conf/vldb/ShanmugasundaramGTZDN99,xdC94ozTAukJ
943,17290,conf/sigmod/AcharyaGPR99a,mOngiXbKrNkJ
2205,63979,journals/tods/LitwinN96,url:http://portal.acm.org/citation.cfm%3Fid%3D223784%26dl%3DGUIDE%26dl%3DACM%26type%3Dproceeding%26idx%3D223784%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%26CFID%3D11111111%26CFTOKEN%3D2222222
1995,60197,conf/vldb/EleftheriouBCDHLPPABDDDGJHLRSVW03,wJdROWIWebsJ
1498,15068,conf/vldb/JohnsonM98,EXtnbXpN1kIJ
161,4422,journals/sigmod/ShethMKA01,1oPwJtMfBuwJ
247,37185,conf/sigmod/WangPFY03,wJjaZnzD6pAJ
2352,28943,journals/vldb/ChakrabartiDAR98,fJn_2E8aihYJ
1105,9889,conf/vldb/ChangG00,pOMM8OVTDLYJ
2137,56116,conf/vldb/BohannonGKNS02,jj64xkk75ZIJ
2169,29990,conf/vldb/BettiniJWW02,2W9Mp_ZnqRoJ
2164,23230,conf/vldb/PolyzotisG02,knAoAIpo7hYJ
413,40106,conf/sigmod/LiuFP03,o3TlPNngk9UJ
1299,4278,conf/vldb/KoudasIM00,OkCz_NK5cbMJ
1867,39259,conf/vldb/YanG95,bZwr3eWmjVoJ
1713,13909,conf/sigmod/BrinkhoffKSS94,7zBV3cTwybwJ
1092,46810,conf/sigmod/NestorovAM98,lV0HWh9QLUQJ
1468,24466,conf/sigmod/PoosalaIHS96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245888%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
535,51588,conf/sigmod/ChenRW02,ue3gCyIirokJ
1306,50711,conf/vldb/DiaoLCT00,fJQ7Col2vYsJ
2037,36637,conf/vldb/MadhavanH03,Pi2J_lwQp6QJ
1434,15433,conf/sigmod/QuassWGHLMNRRAUW96,qKb2ZxD1IsYJ
1413,6450,conf/sigmod/GangulyGMS96,05ZgvGyhSC0J
738,4591,journals/sigmod/YanG95,0NK87fQBfPUJ
250,24250,journals/sigmod/EisenbergM00,IoNxL_rg2_cJ
1882,47087,journals/sigmod/BawaCCDGGKMSSVY03,5RUPFwBWaZ0J
1241,25591,conf/vldb/Ladin00,kPTa4IiS_sgJ
885,45177,journals/tods/GibbonsMP02,sfB17Fi4MZsJ
1449,2882,conf/vldb/KnorrN99,YemauUgIzlcJ
1863,50228,conf/vldb/ChenRS95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D187460%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
2328,33029,journals/vldb/KornLKF00,HlhXdvHzlvwJ
2213,19493,journals/vldb/YangW03,Nr10grS3650J
1626,19925,conf/vldb/AlsabtiRS97,VNxK7YflANgJ
845,49161,conf/sigmod/BressanGOT00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D336587%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
1931,17528,conf/vldb/PapadiasZMT03,d0hvGv2OMU0J
2401,51974,journals/vldb/ManegoldBK00,6GAoBRINv7kJ
2405,20602,journals/vldb/FuCCM00,SOZI3XABQ98J
986,36719,conf/vldb/DongHLPW01,ma9Je1n6cCUJ
277,46610,conf/sigmod/BabcockCD03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1016031%26type%3Dpdf
849,21172,journals/tods/TaoSP03,JnmBoH2YB0AJ
1363,63272,conf/sigmod/ZhangRL96,kBlynBey41QJ
2344,30879,journals/vldb/IoannidisNSS97,sBs4uLlUZRQJ
184,36970,journals/sigmod/BarbaraCJW01,url:http://portal.acm.org/citation.cfm%3Fid%3D637411.637426%26dl%3DGUIDE%26dl%3DACM%26idx%3D637411%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222
91,33773,conf/vldb/AgrawalS94,rnfILQoQrBYJ
1558,12974,conf/vldb/FlorescuLSY99,b6axLoCrkDwJ
1523,13919,conf/vldb/RezendeH98,njuthCBUMPAJ
95,51450,conf/vldb/AgrawalPWZ95,wu8UrFu8Tu8J
1104,33183,conf/sigmod/SeidlK98,U8JNy2iWiwIJ
1492,54233,conf/sigmod/IoannidisP95,lMlFez_Iq2gJ
205,41230,journals/sigmod/LohmanGFS01,MGdQ5QpvlQYJ
880,20643,conf/sigmod/DavulcuFKR99,url:http://portal.acm.org/citation.cfm%3Fid%3D276305.276361%26dl%3DGUIDE%26dl%3DACM%26idx%3D276305%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222
554,23856,journals/sigmod/BurtonM98,1dx6J3POJdMJ
373,24976,conf/sigmod/KalnisNOPT02,LMmJh-QpKlEJ
702,51081,conf/sigmod/WuAA01,TDgQhn1OqbsJ
727,30200,journals/sigmod/KarlapalemLS95,QESb6yoM8zEJ
1327,38301,conf/vldb/GantiLR00,ZbjGcFs0a70J
783,50511,conf/sigmod/Galhardas00,3-iiSyJLwLkJ
2099,9541,conf/vldb/GarofalakisG01,6EaC2CmjsmAJ
372,21341,conf/sigmod/MaddenSHR02,mSIEJMU3yvAJ
507,41945,conf/sigmod/YangWYH02,RXLOgsTshF4J
1649,41735,conf/sigmod/BilirisDGJR94,HIsBB-kUYZIJ
1547,12411,conf/sigmod/WhiteD95,qeHXdJ2x7eMJ
1941,11584,conf/vldb/ChaudhuriGN03,g6XLqjCRkFcJ
1612,13560,conf/sigmod/ShklarSKT95,ub2wqqQgD40J
2013,7488,conf/vldb/YuPM03,vC4SG93p9TEJ
1558,27095,conf/vldb/FlorescuLSY99,LJKpMU1tIlcJ
1471,13355,conf/sigmod/DohertyHR96,pO6SFdVGt5QJ
2030,23118,conf/vldb/HeMYW03,3fCNsAXb9RAJ
1863,31114,conf/vldb/ChenRS95,qexCEm3QaUgJ
1008,28348,conf/sigmod/PapakonstantinouV99,i6gPl8JN3ycJ
910,43274,conf/sigmod/MamoulisP99,7vbPCi-dbawJ
1914,18247,journals/sigmod/MukhopadhyayGS03,Ts7DRfAKTUYJ
1316,25468,conf/vldb/CeriCW00,7MSK1wdUU50J
2023,58541,conf/vldb/ShiSZ03,3GY5tow6VagJ
404,29523,conf/sigmod/Amer-YahiaFSX03,ezYQT2_lJE8J
1076,43162,conf/vldb/ChaHKK01,tgQ7zef62zAJ
885,40184,journals/tods/GibbonsMP02,QKnjF3UgncMJ
1188,24909,conf/vldb/ZhouLZLZJT01,mHwgd04tVfoJ
1553,57087,conf/sigmod/ZhugeGHW95,fx6kDLBa8q8J
835,18375,conf/sigmod/AgrawalS00,HypA8oN4PqsJ
2144,19059,conf/vldb/LudascherMP02,rZJLf9oQ_hEJ
334,37048,journals/sigmod/BernsteinHP00,wRHapJxb_-QJ
2162,19638,conf/vldb/ChoALS02,g8e0xiRUkIwJ
166,53679,conf/vldb/LevySSZ94,oQJNqlgXUbgJ
1606,57098,conf/vldb/ZhangL98,0XOD2OQPZQQJ
1844,1047,journals/sigmod/LenzVJS03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290595%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
1745,22733,conf/vldb/DiwanRSS96,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0219026CI
2383,24710,journals/vldb/MedjahedBBNE03,YqXx_xeZE2gJ
1339,43922,conf/sigmod/ColbyKLMR97,MgphE2z3NqYJ
2148,33703,conf/vldb/KaushikBNS02,ABztkd0E9lUJ
725,58746,conf/sigmod/RamaswamyRS00,s064OghlyIUJ
2320,17191,journals/vldb/BunemanFS00,Z9e9dqy5KBgJ
86,62960,conf/vldb/JohnsonS94,QjKvyhhu_2kJ
702,61014,conf/sigmod/WuAA01,2BBsNf0rx6AJ
2306,57674,journals/vldb/LiangOY00,43N2r_SuYccJ
402,21317,conf/sigmod/ChandrasekaranCDFHHKMRS03,qz24tfFNHuoJ
1647,25958,conf/sigmod/ImielinskiVB94,AhacU8AzwSUJ
410,22898,conf/sigmod/AgichteinG03,url:http://doi.ieeecomputersociety.org/10.1109/TKDE.2004.30
2352,27467,journals/vldb/ChakrabartiDAR98,xhgZ4Aex99kJ
1365,7586,conf/sigmod/AdaliCPS96,_CkpzhLiR30J
1497,56000,conf/sigmod/BrinDG95,lr_Kq9SZLY8J
844,62760,conf/sigmod/LehnerSPC00,url:http://portal.acm.org/citation.cfm%3Fid%3D592199.592405
2306,39365,journals/vldb/LiangOY00,ikw-En98LywJ
1216,59922,conf/vldb/BonifatiCDS01,0XYRlW9tvw8J
2021,56909,conf/vldb/LimWV03,0a2EXdINy0QJ
64,32060,journals/sigmod/YaoG02,QObLZuX-xBMJ
350,51113,conf/sigmod/ZhuS03,kLnJCd1otuUJ
1279,23468,conf/sigmod/PatelYKTNBHRLEKGDN97,Y1Z4i3_4l00J
683,30762,conf/sigmod/NgWY01,vIXMldT9rWUJ
1141,13146,conf/vldb/KemmeA00,-McZOyw__qQJ
544,15142,journals/sigmod/KeetonPH98,16L0fIMUdakJ
752,42418,conf/sigmod/MoonSL00,uJQLi2AEgNgJ
247,11923,conf/sigmod/WangPFY03,fvkI7LBhwdsJ
1138,47557,conf/vldb/MatiasVW00,qYfcRWsTa54J
1814,2285,conf/vldb/SeshadriLR97,1eg7TO7VfhwJ
2255,24659,journals/tods/LiC01,BY0AMs-EQuIJ
1930,18675,conf/vldb/LinLYZ03,url:http://portal.acm.org/citation.cfm%3Fid%3D872757.872840
2065,35115,conf/vldb/LeeWMS02,xP05B8kLbyEJ
2186,58265,journals/tods/SrivastavaSRN95,TJDMWbCXMtgJ
1484,8008,conf/vldb/VenkataramanZ98,P1qOPYnhVI8J
186,56909,conf/sigmod/WangJLY03,0a2EXdINy0QJ
404,8315,conf/sigmod/Amer-YahiaFSX03,si5p_fn5e0AJ
806,55836,conf/sigmod/BreunigKNS00,url:http://www.ingentaconnect.com/search/expand%3Fpub%3Dinfobike://els/08830355/2001/00000035/00000002/art00013%26unc%3D
2389,57843,journals/vldb/JagadishACLNPPSWWY02,79CvVWsqYLcJ
1792,43035,conf/vldb/Padmanabhan96,1IjlMvLBFC0J
1007,51396,conf/sigmod/LabioYG99,uPHrOdEDjlEJ
585,18684,conf/sigmod/BorkarDS01,ZLUo-gCGx5EJ
1096,25804,conf/vldb/AgrawalCN00,lCQ0HZYyYNcJ
1553,29463,conf/sigmod/ZhugeGHW95,2rysKgS6lugJ
595,56555,conf/sigmod/ButtlerLPP01,-OEJgpIAScMJ
486,63967,conf/sigmod/LiGS02,DL2-xldaXeoJ
1333,12161,conf/sigmod/LiCHH97,jGHLkGn70KIJ
1039,45457,conf/sigmod/ChaudhuriN98,99oqRZGWAYMJ
2065,26605,conf/vldb/LeeWMS02,092apDgyCusJ
2447,16319,journals/vldb/DeWittNSV96,8Qcy3N8lClkJ
150,6863,conf/vldb/BrinkhoffK94,EnycLFKkzpUJ
1720,53897,conf/sigmod/CareyDFHMNSSTTWZ94,Sge3Ktbdqk8J
507,13516,conf/sigmod/YangWYH02,CYaZBTJNWhMJ
796,17591,conf/sigmod/ChenJDTW00,kozqYxa0b1cJ
876,34324,conf/sigmod/YerneniLGU99,U8adXFUIr3EJ
656,57181,conf/sigmod/YuMWL01,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D443609CI
2029,11083,conf/vldb/JiangWL03,5BREoJfEVQQJ
1986,7249,conf/vldb/WangZL03,8n1UIzMm4VMJ
2429,61941,journals/vldb/AmielBDS96,hJiwQ2CQRBkJ
1853,26318,conf/vldb/GarofalakisI97,bvyqSciFIjcJ
943,23653,conf/sigmod/AcharyaGPR99a,5vntH4boqdgJ
91,26820,conf/vldb/AgrawalS94,kPYFPQGCegYJ
1755,58994,conf/sigmod/SagonasSW94,TLpu0XBrufcJ
2464,42687,journals/vldb/GutingS95,cbqx2ypRC-UJ
2213,26072,journals/vldb/YangW03,SaOd6rDz5ZgJ
1218,37821,conf/sigmod/NgLK98,DfOLEzMoEaEJ
1142,3302,conf/sigmod/LiuPTBBZBHY98,fCNBJT2aoCYJ
1663,52989,conf/sigmod/NybergBCGL94,oADIqaQRN3kJ
2291,8235,journals/tods/BertinoBFS98,5Zpm_QmAfv4J
288,12812,conf/sigmod/SunAA03,fPTlHRZ5EOwJ
537,13516,conf/sigmod/RundensteinerWYD02,CYaZBTJNWhMJ
1920,9985,conf/vldb/DarFJST96,xhle0bk7qsMJ
1257,57936,conf/sigmod/YangM97,-0jDi-1IoTYJ
429,8506,journals/sigmod/CeriFP99,4pZEi-wH49UJ
1418,54097,conf/vldb/LiRS99,q0P7JqpYTCUJ
1561,45515,conf/vldb/MengLYWCR98,url:http://portal.acm.org/citation.cfm%3Fid%3D339390%26coll%3Dportal%26dl%3DACM
2007,63537,conf/vldb/ChenJLP03,U6tOY_M3CeQJ
177,5252,conf/vldb/RosenthalS94,-_FyboGgZkkJ
351,27282,conf/sigmod/MelnikRB03,ntcjTU3hQiUJ
2041,35013,conf/vldb/QianZXP03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1027648%26type%3Dpdf
853,4488,journals/tods/ChoG03,Hd90xxjjPokJ
1530,19225,conf/vldb/BliujuteJSS98,nZqTcLNZzQoJ
2387,58281,journals/vldb/ChanFGR02,LfS9Vr-FSZEJ
1821,45038,journals/sigmod/HellersteinHM03,kjtuCATx_uoJ
439,13516,conf/sigmod/HanWDPW02,CYaZBTJNWhMJ
1485,17762,conf/sigmod/ParkCY95,QOvnXsv2aIIJ
2131,5859,conf/vldb/CosleyLP02,MlGBfhLPKSkJ
252,40485,conf/sigmod/AgrawalES03,4bvjebYsdRkJ
1463,47050,conf/sigmod/GarofalakisI96,SqECOHtHVaAJ
1352,56079,conf/vldb/LakshmananSS99,KxwymZ2AGNQJ
1345,6613,conf/sigmod/GuptaHR97,ftVekb5yVxUJ
2279,55715,journals/tods/MehrotraRKS98,tAnONC5J2W8J
2044,35661,conf/vldb/CormodeKMS03,Pdhfb0V9jM8J
2029,61956,conf/vldb/JiangWL03,1nADSc0_ZW4J
331,57747,journals/sigmod/YuenCLL00,qUGuS7ucsHwJ
872,13748,journals/sigmod/NorrieBSW94,IzInCx5FFyYJ
1986,38874,conf/vldb/WangZL03,18LZOGy5EAAJ
3,2224,journals/sigmod/Liu02,ntqMqfgRXM4J
2279,8359,journals/tods/MehrotraRKS98,dNK16sHm9eUJ
417,55986,conf/sigmod/LakshmananPZ03a,wlhpB4mxs4kJ
1532,23593,conf/sigmod/FegarasM95,p1LusPTTxlAJ
2191,45106,journals/tods/MumickFPR96,aSQLSbXnQRkJ
2255,58862,journals/tods/LiC01,9ZxL0uyKuCwJ
2119,15432,conf/vldb/CormodeDIM02,kxGdQhvpi_sJ
593,34870,conf/sigmod/FabretJLPRS01,IHZ0cEpqnPkJ
255,51844,conf/sigmod/JohnsonD03,PVP7k-5hq5AJ
177,62541,conf/vldb/RosenthalS94,keaDM4YD_QMJ
156,61664,conf/vldb/ChakravarthyKAK94,eczzpTBzQFcJ
858,23275,conf/sigmod/LiBCS00,7FXPa8AvxwkJ
1693,14277,conf/sigmod/IoannidisL94,WLTOBfgNz_EJ
1402,2959,conf/vldb/AcharyaGP99,IkNOhDqEY18J
1969,63379,conf/vldb/MengLLA03,kBzZ1GUoa1AJ
252,10633,conf/sigmod/AgrawalES03,QZwZ8GSsqToJ
1327,15617,conf/vldb/GantiLR00,kreFjtCAZ7QJ
2395,17178,journals/vldb/ShegalovGW01,3bYCefUMXr8J
1462,19225,conf/vldb/DyresonBJ99,nZqTcLNZzQoJ
252,26848,conf/sigmod/AgrawalES03,0haDaGr-V3oJ
1729,48616,conf/sigmod/KemperMPS94,qUfWV4VVxegJ
1448,17075,conf/sigmod/RossSS96,HjDa9on7LzoJ
1666,12050,conf/vldb/SellisRF97,MxkjWOlLhlYJ
101,44587,journals/sigmod/FininJ02,KpGVuISmLaUJ
1723,7107,conf/sigmod/McIverK94,v6NAtq0dkpMJ
1275,52960,conf/sigmod/KornJF97,1Idhb0MJr-IJ
253,41194,journals/sigmod/DongS00,b7UEQXR-zw8J
280,9806,conf/sigmod/BornhovdAKMPR03,wIlHF5DfRbMJ
1986,64083,conf/vldb/WangZL03,9DSjjiMXVFMJ
209,49001,journals/sigmod/TianDCZ02,url:http://www.ingentaconnect.com/search/expand%3Fpub%3Dinfobike://pep/jae/2002/00000216/00000012/art00006%26unc%3D
1400,52847,conf/sigmod/BrownCL96,h1_DY_Cl0hoJ
1845,15556,conf/vldb/ChakrabartiDAR97,zuIhKVPjN_IJ
247,1937,conf/sigmod/WangPFY03,tQ8DYO1sqKwJ
2421,45702,journals/vldb/DattaDVRN01,icK75z3VuGIJ
1647,1985,conf/sigmod/ImielinskiVB94,8EC1IBh8MZkJ
834,11496,journals/sigmod/LeeCL95,QKnrc4krsAUJ
2334,59289,journals/vldb/HaasCLS97,BXB96UFPHn8J
2374,53992,journals/vldb/SaltenisJ02,url:http://www.springerlink.com/index/U0175R02441P3U06.pdf
1585,30154,conf/vldb/ShivakumarGC98,GHz2PmQwW2UJ
1675,41159,conf/vldb/SheikholeslamiCZ98,dSCFaJxZOaYJ
1743,12246,conf/vldb/SrivastavaDJL96,QdWd_yg3YGMJ
2152,27757,conf/vldb/TaoPS02,G-zTgOAc-OYJ
2312,5758,journals/vldb/NgS98,I6aKO-jLBmgJ
706,57512,journals/sigmod/Eisenberg96,tFbkjO2wcFMJ
1610,48119,conf/vldb/YangKL97,PALTnITURBcJ
525,63358,conf/sigmod/LuoKMPWLN02,ryaV3kTsJ2IJ
183,4746,conf/sigmod/DasGR03,url:http://www.springerlink.com/index/KWQUKLHAYVEW6GP7.pdf
1400,37921,conf/sigmod/BrownCL96,hk9P76dJfcAJ
2407,25243,journals/vldb/TanGO00,BHyltyu1-nUJ
567,34722,conf/sigmod/LeeWMS01,xkFL6-y--CEJ
161,34034,journals/sigmod/ShethMKA01,qJ4lzBFzjdgJ
725,23230,conf/sigmod/RamaswamyRS00,knAoAIpo7hYJ
532,30005,conf/sigmod/BarbosaMKL02,kZFfJieudW4J
495,7492,conf/sigmod/GuhaJKSY02,dn5N-XwuRS4J
642,19031,journals/sigmod/TsotrasK96,EhTWppk6No8J
1793,18375,conf/sigmod/AgrawalCFGHIIMMSS94,HypA8oN4PqsJ
1245,37791,conf/sigmod/MumickQM97,LjHrrOD-Db0J
2428,52134,journals/vldb/FangGM96,axMI0TqrxxQJ
547,2929,journals/sigmod/Lomet98,ytRfS_upf-0J
722,58395,journals/sigmod/MedskerCS95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202673%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
973,40486,conf/vldb/AilamakiDHS01,vGBA3aJ8EDsJ
279,7086,journals/sigmod/WestmannKHM00,Cm209Vuk17cJ
955,5383,conf/sigmod/LakshmananNHP99,qYaqmaGIOS4J
288,21135,conf/sigmod/SunAA03,FBp7oibu4ygJ
688,36530,journals/sigmod/HasanMV96,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0294143CI
1552,32434,conf/vldb/HoskingC99,nh2FuiC6fHgJ
2398,35114,journals/vldb/WangW01,RDl5LvXsmA0J
2388,55337,journals/vldb/IvesHW02,ujCYoqKS6BcJ
967,30468,journals/sigmod/RamirezSP94,_HmYI_FEf1EJ
2113,18888,conf/vldb/CherniackFZ01,nqosSM46lCkJ
197,456,conf/sigmod/ChaudhuriGS03,p6zcWuHfGd0J
2021,54762,conf/vldb/LimWV03,ghIMekzCkMQJ
2399,26829,journals/vldb/LiCHH01,LPapCvY4RFkJ
858,55034,conf/sigmod/LiBCS00,y5rQJNMxx9gJ
2471,47993,journals/vldb/WhangKW94,EX5AqEr35jMJ
983,28318,conf/sigmod/BargaL99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290608%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
1911,71,conf/vldb/YanL95,pVzuVkEC4jwJ
2020,17734,conf/vldb/ChenL03,MxiOqXyYmiQJ
1716,1293,conf/vldb/FlorescuLS98,mH0XY3h8UlcJ
2328,15635,journals/vldb/KornLKF00,ZZUl2Dc1MPsJ
404,62384,conf/sigmod/Amer-YahiaFSX03,b2r9OZJJ4sgJ
1361,47899,conf/vldb/GionisIM99,VSR4PwHmGWsJ
595,50086,conf/sigmod/ButtlerLPP01,_Z-fYPH7r7gJ
1327,29067,conf/vldb/GantiLR00,s3neqsFCVrAJ
2010,62308,conf/vldb/AggarwalHWY03,l4SlX8_cAeQJ
220,18883,conf/vldb/LitwinNS94,U9uTrIqyQagJ
561,6344,conf/sigmod/ChenZCKR01,pwDF7X21wGcJ
2215,28940,journals/vldb/ChuaCL03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1027592%26type%3Dpdf
452,13756,conf/sigmod/RaoZML02,RY2h4dDppqkJ
2135,47670,conf/vldb/ParkMC02,Q5JiR62EgTsJ
2437,25377,journals/vldb/AntoshenkovZ96,XkhGeQeWo48J
889,25808,journals/tods/TaoPZ02,fDWfHiQ6BR4J
394,48460,conf/sigmod/PaparizosACJLNPSWWY03,56SxOhFyUrgJ
2118,13731,conf/vldb/GottlobKP02,fnIXflrczOEJ
1390,46735,conf/sigmod/HanFWCZK96,dvmROCT52KoJ
1551,13849,conf/sigmod/SistlaW95,HtTNmhCJY-oJ
1882,2874,journals/sigmod/BawaCCDGGKMSSVY03,Scr_iRh3_KQJ
1320,44461,conf/vldb/ChoG00,s1hfKakuFFAJ
1907,3870,conf/vldb/BunemanDHOW95,BQltSXRqmSEJ
